passenger_count,year,month,day,hour,minute,shift,total_distance,fare_amount_predicted
1,2015,1,27,13,8,1,2.3232594824492607,9.932267246855474
1,2015,1,27,13,8,1,2.4253529015491555,10.579740942128812
1,2011,10,8,11,53,0,0.6186278709673152,4.415271245860664
1,2012,12,1,21,12,1,1.9610325158759543,8.37648537132504
1,2012,12,1,21,12,1,5.387301253820264,14.84605106750329
1,2012,12,1,21,12,1,3.2225488777957367,10.626899471098161
1,2011,10,6,12,10,1,0.9296013092824492,5.49708185068448
1,2011,10,6,12,10,1,21.540101663971637,28.556997731656896
1,2011,10,6,12,10,1,3.8739616954558764,11.368177362136926
1,2014,2,18,15,22,1,1.0997939098751461,6.3508496999403246
1,2014,2,18,15,22,1,2.317685162256778,9.471873342171465
1,2014,2,18,15,22,1,4.81917870029474,16.451422913246017
1,2010,3,29,20,20,1,0.7226697051121829,4.75572493189043
1,2010,3,29,20,20,1,1.675503135972462,6.981201292466097
1,2011,10,6,3,59,0,2.504032342621518,8.803031032785716
1,2011,10,6,3,59,0,5.115375166678891,12.856992402495928
1,2012,7,15,16,45,1,0.2988380401272911,4.51933356228459
1,2012,7,15,16,45,1,2.5311474620676435,9.325161132481961
1,2012,7,15,16,45,1,0.7804444670384665,4.999912524834472
1,2012,7,15,16,45,1,0.4272819633446308,4.534936464659652
1,2014,10,29,2,9,0,1.6519455034420647,7.51511449556782
1,2014,6,14,13,39,1,1.9692105476522053,9.03026969885663
1,2014,6,14,13,39,1,1.305441254484256,6.8817031213457085
1,2014,6,14,13,39,1,1.9012945033651272,9.088263850568657
1,2014,6,14,13,39,1,5.779720338025457,18.63572119622194
1,2014,6,14,13,39,1,1.1216865935043137,6.409085258469706
1,2014,6,14,13,39,1,14.306539630630565,31.134188436774874
1,2014,6,14,13,39,1,9.427870096337587,26.139805385175432
1,2014,6,14,13,39,1,1.1445286411126874,6.419089768455612
1,2014,6,14,13,39,1,4.69637072556687,15.89555957596563
1,2014,6,14,13,39,1,2.900375936491684,11.785052509603613
1,2014,6,14,13,39,1,1.1820810573468956,6.712897632028834
1,2014,6,14,13,39,1,1.070636588626294,6.398810147713837
1,2014,6,14,13,39,1,2.8740284418156548,11.788549198281954
1,2014,6,14,13,39,1,2.0528939029472744,9.263491290448318
1,2014,6,14,13,39,1,1.563540165005599,7.902322900486879
1,2014,6,14,13,39,1,1.1447352829549848,6.419089768455612
1,2014,6,14,13,39,1,0.9929954484272424,5.742199832356446
1,2014,6,14,13,39,1,1.5682222215042196,7.902322900486879
1,2014,6,14,13,39,1,0.7165179849411024,5.335551214077557
1,2014,6,14,13,39,1,7.063290872316694,20.977351433788563
1,2014,6,14,13,39,1,2.578631372509267,11.29105902134112
1,2014,6,14,13,39,1,6.256122582685353,19.72331946238804
1,2014,6,14,13,39,1,2.368064492310673,9.752196834342318
1,2014,6,14,13,39,1,0.5881498378755045,4.818178747594652
1,2014,6,14,13,39,1,3.080871135232891,12.051555953526098
1,2014,6,14,13,39,1,0.8820916458470274,5.574692879484472
1,2014,6,14,13,39,1,1.2219799510593912,6.728872290320578
1,2014,6,14,13,39,1,1.0477616592555041,6.44492457333005
1,2014,6,14,13,39,1,0.6959397605577275,5.165432567819044
1,2014,6,14,13,39,1,3.0161998604763784,11.965267431071632
1,2014,6,14,13,39,1,3.395176045697225,13.196799344465363
1,2014,6,14,13,39,1,6.141891574884035,19.466649177348767
1,2014,6,14,13,39,1,1.1061662794325915,6.417419208582204
1,2014,6,14,13,39,1,1.3374129627264708,7.396580014177008
1,2014,6,14,13,39,1,4.822818507645284,16.695523095799867
1,2014,6,14,13,39,1,3.6294568356219408,13.814552492962315
1,2014,6,14,13,39,1,2.4346494597615713,10.70703097795265
1,2014,6,14,13,39,1,3.801562717719411,14.204808604208262
1,2014,6,14,13,39,1,3.8720506635811294,14.251935813273013
1,2014,6,14,13,39,1,1.3643575992861379,7.28227788378321
1,2014,6,14,13,39,1,2.611841032000298,11.274683514965195
1,2014,6,14,13,39,1,0.7695705933446509,5.218941128206689
1,2014,6,14,13,39,1,0.8333679512697012,5.489331469796375
1,2014,6,14,13,39,1,1.5337952930274785,8.064253572714488
1,2014,6,14,13,39,1,1.3519040932410358,7.332887328049116
1,2014,6,14,13,39,1,2.681923563881432,11.348888072574798
1,2014,6,14,13,39,1,1.004194977820364,5.78654791867542
1,2014,6,14,13,39,1,0.5568540898186874,5.017475538048054
1,2014,6,14,13,39,1,5.5203065665473705,18.19890826950645
1,2014,6,14,13,39,1,1.2319873656233695,6.810883074854381
